element,original_line,scene_abbreviation,original_content,element_type,element_text,section_depth,scene_number,is_centered,is_dual_dialogue
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,4109,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Dialogue: I'm sorry.  It seems every hour I have to...,4110,.,I'm sorry.  It seems every hour I have to...,Dialogue,I'm sorry.  It seems every hour I have to...,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,4112,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: I know.  It was the same when I was carrying Will.  Like clockwork.,4113,.,I know.  It was the same when I was carrying Will.  Like clockwork.,Dialogue,I know.  It was the same when I was carrying Will.  Like clockwork.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: The two women start to walk, no hurry.",4115,.,"The two women start to walk, no hurry.",Action,"The two women start to walk, no hurry.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,4117,.,SANDRA,Character,SANDRA,0,,False,False
"Dialogue: Do you like it, being pregnant?",4118,.,"Do you like it, being pregnant?",Dialogue,"Do you like it, being pregnant?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,4120,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Dialogue: I do.,4121,.,I do.,Dialogue,I do.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,4123,.,SANDRA,Character,SANDRA,0,,False,False
"Dialogue: I loved it.  It sounds peculiar, but I loved every minute of it.  I did.  Eddie was travelling a lot, so he was gone, but I felt like I always had a piece of him with me.  A little part of  his soul inside me.  I could feel it.  It was alive and kicking.",4124,.,"I loved it.  It sounds peculiar, but I loved every minute of it.  I did.  Eddie was travelling a lot, so he was gone, but I felt like I always had a piece of him with me.  A little part of  his soul inside me.  I could feel it.  It was alive and kicking.",Dialogue,"I loved it.  It sounds peculiar, but I loved every minute of it.  I did.  Eddie was travelling a lot, so he was gone, but I felt like I always had a piece of him with me.  A little part of  his soul inside me.  I could feel it.  It was alive and kicking.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Sandra has accidentally evoked a storm of emotion.  She struggles to keep it in check.  Almost a whisper...,4126,.,Sandra has accidentally evoked a storm of emotion.  She struggles to keep it in check.  Almost a whisper...,Action,Sandra has accidentally evoked a storm of emotion.  She struggles to keep it in check.  Almost a whisper...,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: SANDRA,4128,.,SANDRA,Character,SANDRA,0,,False,False
Dialogue: I really miss that.,4129,.,I really miss that.,Dialogue,I really miss that.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: With a few breaths, Sandra tries to hold on.  Hold back.",4131,.,"With a few breaths, Sandra tries to hold on.  Hold back.",Action,"With a few breaths, Sandra tries to hold on.  Hold back.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: JOSEPHINE,4133,.,JOSEPHINE,Character,JOSEPHINE,0,,False,False
Dialogue: Don't stop.  Don't.,4134,.,Don't stop.  Don't.,Dialogue,Don't stop.  Don't.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A beat, then Sandra finally melts.  Josephine holds her.  The two women stand together in the hallway, letting the moment be.",4136,.,"A beat, then Sandra finally melts.  Josephine holds her.  The two women stand together in the hallway, letting the moment be.",Action,"A beat, then Sandra finally melts.  Josephine holds her.  The two women stand together in the hallway, letting the moment be.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL ROOM - NIGHT,4138,INT.,INT.  HOSPITAL ROOM - NIGHT,Scene Heading,HOSPITAL ROOM - NIGHT,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will sits in a chair beside the bed, working through the crossword puzzle.  A KNOCK as Dr. Bennett enters with his overcoat and bag, ready to leave for the night.",4140,.,"Will sits in a chair beside the bed, working through the crossword puzzle.  A KNOCK as Dr. Bennett enters with his overcoat and bag, ready to leave for the night.  ",Action,"Will sits in a chair beside the bed, working through the crossword puzzle.  A KNOCK as Dr. Bennett enters with his overcoat and bag, ready to leave for the night.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT
Glad to see you're not trying to have a heartfelt talk.  It's one of my greatest annoyances, when people talk to those who can't hear them.",4142,.,DR. BENNETT,Action,"DR. BENNETT
Glad to see you're not trying to have a heartfelt talk.  It's one of my greatest annoyances, when people talk to those who can't hear them.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4145,.,WILL,Character,WILL,0,,False,False
Dialogue: My father and I have an advantage.  We never talk.,4146,.,My father and I have an advantage.  We never talk.,Dialogue,My father and I have an advantage.  We never talk.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Dr. Bennett smiles as he checks Edward's chart.,4148,.,Dr. Bennett smiles as he checks Edward's chart.,Action,Dr. Bennett smiles as he checks Edward's chart.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL  (CONT'D)
How long have you known my father?",4150,.,WILL  (CONT'D),Action,"WILL  (CONT'D)
How long have you known my father?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT
Thirty years.  Maybe more.",4153,.,DR. BENNETT,Action,"DR. BENNETT
Thirty years.  Maybe more.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4156,.,WILL,Character,WILL,0,,False,False
Dialogue: How would you describe him?,4157,.,How would you describe him?,Dialogue,How would you describe him?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT
(re: chart)
Five-eleven.  One-eighty.  Regulated hypertension.
(beat)
How would his son describe him?",4159,.,DR. BENNETT,Action,"DR. BENNETT
(re: chart)
Five-eleven.  One-eighty.  Regulated hypertension.
(beat)
How would his son describe him?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Tables turned, Will searches for an answer.   He doesn't have one.",4165,.,"Tables turned, Will searches for an answer.   He doesn't have one.",Action,"Tables turned, Will searches for an answer.   He doesn't have one.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Dr. Bennett hangs the chart back on the bed.,4167,.,Dr. Bennett hangs the chart back on the bed.  ,Action,Dr. Bennett hangs the chart back on the bed.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT (CONT'D)
Did your father ever tell you about the day you were born?",4169,.,DR. BENNETT (CONT'D),Action,"DR. BENNETT (CONT'D)
Did your father ever tell you about the day you were born?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4172,.,WILL,Character,WILL,0,,False,False
Dialogue: A thousand times.  He caught an uncatchable fish.,4173,.,A thousand times.  He caught an uncatchable fish.,Dialogue,A thousand times.  He caught an uncatchable fish.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT
Not that one.  The real story.  Did he ever tell you that?",4175,.,DR. BENNETT,Action,"DR. BENNETT
Not that one.  The real story.  Did he ever tell you that?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4178,.,WILL,Character,WILL,0,,False,False
Parenthetical: (suddenly interested),4179,.,(suddenly interested),Parenthetical,(suddenly interested),0,,False,False
Dialogue: No.,4180,.,No.,Dialogue,No.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT
Your mother came in about three in the afternoon.  Her neighbor drove her, on account of your father was on business in Wichita.  You were born a week early, but there were no complications.  It was a perfect delivery.  Now, your father was sorry to miss it, but it wasn't the custom for the men to be in the room for deliveries then, so I can't see as it would have been much different had he been there.  And that's the real story of how you were born.",4182,.,DR. BENNETT,Action,"DR. BENNETT
Your mother came in about three in the afternoon.  Her neighbor drove her, on account of your father was on business in Wichita.  You were born a week early, but there were no complications.  It was a perfect delivery.  Now, your father was sorry to miss it, but it wasn't the custom for the men to be in the room for deliveries then, so I can't see as it would have been much different had he been there.  And that's the real story of how you were born.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: A long silence, just the sounds of the hospital, doctors being paged.",4185,.,"A long silence, just the sounds of the hospital, doctors being paged.",Action,"A long silence, just the sounds of the hospital, doctors being paged.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT (CONT'D)
Not very exciting, is it?  And I suppose if I had to choose between the true version and an elaborate one involving a fish and a wedding ring, I might choose the fancy version.  But that's just me.",4187,.,DR. BENNETT (CONT'D),Action,"DR. BENNETT (CONT'D)
Not very exciting, is it?  And I suppose if I had to choose between the true version and an elaborate one involving a fish and a wedding ring, I might choose the fancy version.  But that's just me.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Will half-smiles.,4190,.,Will half-smiles.,Action,Will half-smiles.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Patting Will's shoulder, Dr. Bennett leaves.  We STAY ON Will and his father for a long time, then Will takes his pen and starts making a list.",4192,.,"Patting Will's shoulder, Dr. Bennett leaves.  We STAY ON Will and his father for a long time, then Will takes his pen and starts making a list.",Action,"Patting Will's shoulder, Dr. Bennett leaves.  We STAY ON Will and his father for a long time, then Will takes his pen and starts making a list.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL ROOM - VARIOUS SHOTS,4194,INT.,INT. HOSPITAL ROOM - VARIOUS SHOTS,Scene Heading,HOSPITAL ROOM - VARIOUS SHOTS,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Will flips to a new page.  The list keeps getting longer.,4196,.,Will flips to a new page.  The list keeps getting longer.,Action,Will flips to a new page.  The list keeps getting longer.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He smiles, remembering something.  On his fourth page, he looks up at his motionless father.   A beat, then we slowly",4198,.,"He smiles, remembering something.  On his fourth page, he looks up at his motionless father.   A beat, then we slowly",Action,"He smiles, remembering something.  On his fourth page, he looks up at his motionless father.   A beat, then we slowly",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: CROSSFADE TO:,4200,.,CROSSFADE TO:,Transition,CROSSFADE TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL ROOM - PRE-DAWN,4202,INT.,INT.  HOSPITAL ROOM - PRE-DAWN  ,Scene Heading,HOSPITAL ROOM - PRE-DAWN,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: It's very early morning, and the first blue light of day is glowing through the vertical blinds.  Still in his chair, Will wakes up a bit at a time.  The notepad is on his lap, the pen in his hand.",4204,.,"It's very early morning, and the first blue light of day is glowing through the vertical blinds.  Still in his chair, Will wakes up a bit at a time.  The notepad is on his lap, the pen in his hand.  ",Action,"It's very early morning, and the first blue light of day is glowing through the vertical blinds.  Still in his chair, Will wakes up a bit at a time.  The notepad is on his lap, the pen in his hand.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: He cracks his neck, crooked from sleeping on it wrong.  What woke him up?",4206,.,"He cracks his neck, crooked from sleeping on it wrong.  What woke him up?",Action,"He cracks his neck, crooked from sleeping on it wrong.  What woke him up?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: He looks to his right.  Holds his gaze for a breath.,4208,.,He looks to his right.  Holds his gaze for a breath.,Action,He looks to his right.  Holds his gaze for a breath.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4210,.,WILL,Character,WILL,0,,False,False
Dialogue: Dad?,4211,.,Dad?,Dialogue,Dad?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: His father is awake, silently GASPING for breath.  His eyes are open, scared and confused.",4213,.,"His father is awake, silently GASPING for breath.  His eyes are open, scared and confused.",Action,"His father is awake, silently GASPING for breath.  His eyes are open, scared and confused.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (CONT'D)
Dad!  Do you want me to get a nurse?",4215,.,WILL (CONT'D),Action,"WILL (CONT'D)
Dad!  Do you want me to get a nurse?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward shakes his head unambiguously.  Will already has his finger on the orange ""nurse call"" button, but doesn't push it.",4218,.,"Edward shakes his head unambiguously.  Will already has his finger on the orange ""nurse call"" button, but doesn't push it.  ",Action,"Edward shakes his head unambiguously.  Will already has his finger on the orange ""nurse call"" button, but doesn't push it.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (CONT'D)
What can I do?  Can I help?  Can I get you something?  Water?",4220,.,WILL (CONT'D),Action,"WILL (CONT'D)
What can I do?  Can I help?  Can I get you something?  Water?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward nods.  Will pours a glass from the pitcher on the nightstand.  He holds it to his father's lips, but Edward won't drink.  He pushes it away.  He wanted something else.",4223,.,"Edward nods.  Will pours a glass from the pitcher on the nightstand.  He holds it to his father's lips, but Edward won't drink.  He pushes it away.  He wanted something else.",Action,"Edward nods.  Will pours a glass from the pitcher on the nightstand.  He holds it to his father's lips, but Edward won't drink.  He pushes it away.  He wanted something else.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4225,.,EDWARD,Character,EDWARD,0,,False,False
Parenthetical: (whispering),4226,.,(whispering),Parenthetical,(whispering),0,,False,False
Dialogue: The river.,4227,.,The river.,Dialogue,The river.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4229,.,WILL,Character,WILL,0,,False,False
Dialogue: The river?,4230,.,The river?,Dialogue,The river?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: It takes Edward all his strength to put together each thought.  It's like he's only half-there, fighting to hang on to this world.",4232,.,"It takes Edward all his strength to put together each thought.  It's like he's only half-there, fighting to hang on to this world.",Action,"It takes Edward all his strength to put together each thought.  It's like he's only half-there, fighting to hang on to this world.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4234,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Tell me how it happens.,4235,.,Tell me how it happens.,Dialogue,Tell me how it happens.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4237,.,WILL,Character,WILL,0,,False,False
Dialogue: How what happens?,4238,.,How what happens?,Dialogue,How what happens?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4240,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: How I go.,4241,.,How I go.,Dialogue,How I go.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: ON WILL, realizing...",4243,.,"ON WILL, realizing...",Action,"ON WILL, realizing...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4245,.,WILL,Character,WILL,0,,False,False
Dialogue: You mean what you saw in The Eye?,4246,.,You mean what you saw in The Eye?,Dialogue,You mean what you saw in The Eye?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward nods.  Yes, that's what he was trying to say.",4248,.,"Edward nods.  Yes, that's what he was trying to say.",Action,"Edward nods.  Yes, that's what he was trying to say.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: A long beat.,4250,.,A long beat.,Action,A long beat.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL  (CONT'D)
I don't know that story, Dad.  You never told me that one.",4252,.,WILL  (CONT'D),Action,"WILL  (CONT'D)
I don't know that story, Dad.  You never told me that one.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will pushes his fingers under his father's heavy hand, and holds it.  There's nothing else to do.",4255,.,"Will pushes his fingers under his father's heavy hand, and holds it.  There's nothing else to do.",Action,"Will pushes his fingers under his father's heavy hand, and holds it.  There's nothing else to do.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Edward looks around, confused and increasingly scared.  He sees the end approaching, but doesn't know exactly what's coming.  Without the story, he's lost.",4257,.,"Edward looks around, confused and increasingly scared.  He sees the end approaching, but doesn't know exactly what's coming.  Without the story, he's lost.",Action,"Edward looks around, confused and increasingly scared.  He sees the end approaching, but doesn't know exactly what's coming.  Without the story, he's lost.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Fighting the urge to panic --,4259,.,Fighting the urge to panic --,Action,Fighting the urge to panic --,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (CONT'D)
I can try, Dad.  If you help.  Just tell me how it starts.",4261,.,WILL (CONT'D),Action,"WILL (CONT'D)
I can try, Dad.  If you help.  Just tell me how it starts.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4264,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Like this.,4265,.,Like this.,Dialogue,Like this.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4267,.,WILL,Character,WILL,0,,False,False
Dialogue: Okay.  Okay.,4268,.,Okay.  Okay.,Dialogue,Okay.  Okay.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will looks around the room, increasingly desperate.  He looks to the nurse call button.  He really wants to press it.",4270,.,"Will looks around the room, increasingly desperate.  He looks to the nurse call button.  He really wants to press it.  ",Action,"Will looks around the room, increasingly desperate.  He looks to the nurse call button.  He really wants to press it.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: ON EDWARD, waiting for Will to begin.",4272,.,"ON EDWARD, waiting for Will to begin.",Action,"ON EDWARD, waiting for Will to begin.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL  (CONT'D)
Okay.  It's morning, and you and I are in the hospital.  I'd fallen asleep in the chair.  I wake up and I see you, and...",4274,.,WILL  (CONT'D),Action,"WILL  (CONT'D)
Okay.  It's morning, and you and I are in the hospital.  I'd fallen asleep in the chair.  I wake up and I see you, and...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Transition: CUT TO:,4277,.,CUT TO:,Transition,CUT TO:,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL ROOM - DAY [STORY VERSION],4279,INT.,INT.  HOSPITAL ROOM - DAY [STORY VERSION],Scene Heading,HOSPITAL ROOM - DAY [STORY VERSION],0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: WILL,4281,.,WILL,Character,WILL,0,,False,False
Dialogue: Dad?,4282,.,Dad?,Dialogue,Dad?,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: It's dawn, and the first golden glow is shining through the vertical blinds.",4284,.,"It's dawn, and the first golden glow is shining through the vertical blinds. ",Action,"It's dawn, and the first golden glow is shining through the vertical blinds.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (CONT'D)
(louder and concerned)
Dad?",4286,.,WILL (CONT'D),Action,"WILL (CONT'D)
(louder and concerned)
Dad?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: We LOOK OVER to find a nimble Edward sitting up in bed, combing his hair.",4290,.,"We LOOK OVER to find a nimble Edward sitting up in bed, combing his hair.  ",Action,"We LOOK OVER to find a nimble Edward sitting up in bed, combing his hair.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4292,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Let's get out of here.,4293,.,Let's get out of here.,Dialogue,Let's get out of here.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.)
Somehow, you're better.  Different.  You're getting ready to go.  And I say...",4295,.,WILL (V.O.),Action,"WILL (V.O.)
Somehow, you're better.  Different.  You're getting ready to go.  And I say...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILLÃ‚
Dad, you're in no condition to...",4298,.,WILLÃ‚ ,Action,"WILLÃ‚
Dad, you're in no condition to...",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: But Edward throws back the covers.,4301,.,But Edward throws back the covers.,Action,But Edward throws back the covers.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4303,.,EDWARD,Character,EDWARD,0,,False,False
"Dialogue: There's a fold-up wheelchair in the bathroom.  Wrap a blanket around me.  As soon as we get off this floor, we'll be in the clear.",4304,.,"There's a fold-up wheelchair in the bathroom.  Wrap a blanket around me.  As soon as we get off this floor, we'll be in the clear.",Dialogue,"There's a fold-up wheelchair in the bathroom.  Wrap a blanket around me.  As soon as we get off this floor, we'll be in the clear.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will heads for the bathroom.  Sure enough, the wheelchair is there.",4306,.,"Will heads for the bathroom.  Sure enough, the wheelchair is there.",Action,"Will heads for the bathroom.  Sure enough, the wheelchair is there.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (CONT'D)
Hurry!  We don't have much time.",4308,.,EDWARD (CONT'D),Action,"EDWARD (CONT'D)
Hurry!  We don't have much time.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: HOSPITAL HALLWAY - DAY,4311,INT.,INT.  HOSPITAL HALLWAY - DAY,Scene Heading,HOSPITAL HALLWAY - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: With the blanket draped over his head like a ghost, Edward points for his son to steer the wheelchair thataway.",4313,.,"With the blanket draped over his head like a ghost, Edward points for his son to steer the wheelchair thataway.",Action,"With the blanket draped over his head like a ghost, Edward points for his son to steer the wheelchair thataway.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4315,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Faster!,4316,.,Faster!,Dialogue,Faster!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: They pass a HEAVYSET NURSE, who turns to look.",4318,.,"They pass a HEAVYSET NURSE, who turns to look.",Action,"They pass a HEAVYSET NURSE, who turns to look.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Rounding a corner, they nearly crash into Dr. Bennett.",4320,.,"Rounding a corner, they nearly crash into Dr. Bennett.",Action,"Rounding a corner, they nearly crash into Dr. Bennett.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: DR. BENNETT
Will!  I...What are you doing?",4322,.,DR. BENNETT,Action,"DR. BENNETT
Will!  I...What are you doing?",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Before he can answer, Will spots Edward rolling the chair himself, pumping both arms.  Will dashes to catch up with him.",4325,.,"Before he can answer, Will spots Edward rolling the chair himself, pumping both arms.  Will dashes to catch up with him.",Action,"Before he can answer, Will spots Edward rolling the chair himself, pumping both arms.  Will dashes to catch up with him.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: The Heavyset Nurse leans out of Edward's hospital room.,4327,.,The Heavyset Nurse leans out of Edward's hospital room.,Action,The Heavyset Nurse leans out of Edward's hospital room.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: NURSE,4329,.,NURSE,Character,NURSE,0,,False,False
Dialogue: Security!  Stop them!,4330,.,Security!  Stop them!,Dialogue,Security!  Stop them!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: DOWN THE HALL,4332,.,DOWN THE HALL,Action,DOWN THE HALL,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: At the elevators, Sandra and Josephine step out to find Will and Edward barreling straight at them.",4334,.,"At the elevators, Sandra and Josephine step out to find Will and Edward barreling straight at them.",Action,"At the elevators, Sandra and Josephine step out to find Will and Edward barreling straight at them.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4336,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: No time to explain!  Follow us!,4337,.,No time to explain!  Follow us!,Dialogue,No time to explain!  Follow us!,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Seeing SECURITY GUARDS heading their way, a quick-thinking Sandra shoves a nearby cart into them, bowling them down.",4339,.,"Seeing SECURITY GUARDS heading their way, a quick-thinking Sandra shoves a nearby cart into them, bowling them down.",Action,"Seeing SECURITY GUARDS heading their way, a quick-thinking Sandra shoves a nearby cart into them, bowling them down.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: ELEVATOR - DAY,4341,INT.,INT.  ELEVATOR - DAY,Scene Heading,ELEVATOR - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will brakes hard, sliding with both feet.  The chair nearly crashes into the back wall as the doors close.",4343,.,"Will brakes hard, sliding with both feet.  The chair nearly crashes into the back wall as the doors close.",Action,"Will brakes hard, sliding with both feet.  The chair nearly crashes into the back wall as the doors close.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Scene Heading: PARKING LOT - DAY,4345,EXT.,EXT.  PARKING LOT - DAY,Scene Heading,PARKING LOT - DAY,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Will races Edward down the row, finally reaching the Chevrolet.",4347,.,"Will races Edward down the row, finally reaching the Chevrolet.",Action,"Will races Edward down the row, finally reaching the Chevrolet.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: AT THE CAR,4349,.,AT THE CAR,Action,AT THE CAR,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Will lifts his father out of the chair.,4351,.,Will lifts his father out of the chair.  ,Action,Will lifts his father out of the chair.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: WILL (V.O.)
I pick you up and you hardly weigh anything.  I can't explain it.",4353,.,WILL (V.O.),Action,"WILL (V.O.)
I pick you up and you hardly weigh anything.  I can't explain it.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Will sets him in the passenger seat.,4356,.,Will sets him in the passenger seat.,Action,Will sets him in the passenger seat.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Character: EDWARD,4358,.,EDWARD,Character,EDWARD,0,,False,False
Dialogue: Water.  I need water.,4359,.,Water.  I need water.,Dialogue,Water.  I need water.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: Scrambling in back, Will finds a liter of Arrowhead.  Hands it off.  Edward unscrews the cap, but instead of drinking it, he douses himself.  Soaks the blanket.",4361,.,"Scrambling in back, Will finds a liter of Arrowhead.  Hands it off.  Edward unscrews the cap, but instead of drinking it, he douses himself.  Soaks the blanket.",Action,"Scrambling in back, Will finds a liter of Arrowhead.  Hands it off.  Edward unscrews the cap, but instead of drinking it, he douses himself.  Soaks the blanket.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
Action: Will pops the trunk.  Starts to fold up the wheelchair.,4363,.,Will pops the trunk.  Starts to fold up the wheelchair.,Action,Will pops the trunk.  Starts to fold up the wheelchair.,0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
"Action: EDWARD (CONT'D)
Leave it!  We won't need it.",4365,.,EDWARD (CONT'D),Action,"EDWARD (CONT'D)
Leave it!  We won't need it.",0,,False,False
Empty Line: ,0,.,,Empty Line,,0,,False,False
